twsentiment,text
negative,"RT @nottooshabbbbyy: Question: does the police target young black men? 
GOP candidates: lol I just want equality..&lt;3  #AllLivesMatter 
#GOP…"
neutral,@Livestream #GOPDebate as an  Independent voter I wanted 2 C why should I even consider voting Republican
positive,RT @edwrather: Trump slams Megyn Kelly http://t.co/oBNQDPOemX via @worldnetdaily #GOPDebate #Tcot #ccot #pjnet #WakeUpAmerica #MakeDCListen
negative,"The gave Trump twice as much speaking time as Walker #GOPdebate 
#TCOT #LNYHBT"
negative,"RT @Writeintrump: Hey Jeb Bush, explain to Kate Steinle how illegal immigration is an act of love.  #GOPDebate"
negative,"RT @MrSoLo_DoLo919: Re-fucking-tweet!!

RT @Squintz1983: #GOPDebate pretty much http://t.co/Mw4muTXjgU"
negative,Sorry Rand supporters. 9/11 was a big deal. #SitDownRand #GOPDebate
positive,My clear winners have been my favorites from day 1. @marcorubio &amp
negative,"That @FoxNews is so left wing, I'm going to switch to the fair &amp; balanced MSNBC. #GOPDebate"
neutral,Ted Cruz with Sean Hannity Before the #GOPDebate https://t.co/uEI9x7v2Yi via @YouTube
negative,RT @queertardo: @Salon 2nd Favorite #GOPDebate Meme on internet! http://t.co/RnYUvlHv4D
negative,Why was @seanhannity not asking the questions instead of Kelly? #GOPDebate
negative,"RT @SabrinaSiddiqui: Carson: ""I'm the only one to separate Siamese twins."" Kinda hard to outdo that. #GOPDebate"
negative,That's how a @realpresidentialcandidate acts?  That's how a real ADULT acts?  Did @realDonaldTrump get his wittle feewings hurt? #GOPDebate
negative,"When Trump says it its not being PC, if you say it about Trump his lawyer calls you. #hypocrisy #GOPDebate #UniteBlue"
neutral,RT @ScottWalker: What do you do when you have a surplus? Return it to the taxpayers. They know how best to spend it  #GOPdebate http://t.co…
negative,"RT @Ally_Eddy: Do u think trans people should serve in the military? ""THE MILITARY IS not A SOCaiL EXPERIMENT WE ARE heRE TO KILL PPL"" ...k…"
negative,"Marco Rubio's ears are so big his campaign slogan should be ""Marco Rubio definitely hears your concerns"" #GOPDebate"
neutral,RT @Mangaminx: I am now going to watch the #GOPDebate (a little late). America: the rest of us hope you eventually vote for the one thats l…
neutral,The 3 Most and Least Libertarian Moments of The First #GOPDebate #StandWith Rand http://t.co/K8ZX2dJwrB
neutral,Debbie Wasserman-Schultz had nothing intelligent to say post #GOPDebate During @FoxNews interview so Blurs out 'GOP is  'Misogynistic'
neutral,.@WSJ and here is what viewers actually listened to during the #GOPDebate: http://t.co/ictHu0QKXK http://t.co/7CgVSd2LoQ
negative,RT @SooperMexican: quit trying to make Kasich a thing. #GOPDebate
negative,This is mostly a left wing Democratic issue anyway... #GOPDebate  https://t.co/S1R0Xw1JTy
negative,RT @pattonoswalt: It's simple: Trump doesn't not want to not say he won't pledge not running against the winner if he does or doesn't not w…
negative,"RT @HensleywkAo: #GOPDebate Rough night for @FoxNews , @megynkelly &amp; Chris Wallace were unprofessional &amp; had axe to grind. Followed up by p…"
negative,"@theblaze: ""(@AP) Fact Check: Which (#GOP) Candidates Veered From the Truth in First Debate?"" #GOPDebate http://t.co/tzW4Y7Ev6U"
neutral,"RT @FredZeppelin12: #GOPDebate 

Bush ⬇️
Cruz ⬆️
Walker ↔️
Trump...Trump
Rubio ⬆️"
negative,"#Toughchoices for today's conservative woman: am I a fat pig, an incubator, or just irrelevant? #GOPDebate #GOPmisogyny #brightfutures"
negative,RT @ChristianCalls1: TRIVIA:  Who is the only candidate to have proposed cutting spending by a TRILLION dollars during his first year as Pr…
positive,The more I read that Trump lost the #GOPDebate. the more I'm convinced that his poll numbers are only going up.
negative,RT @hemantmehta: Can we just build a fence around Trump? #GOPDebate
negative,"I guess I'm just grateful to Rand Paul for allowing me to use the word ""shrill"" to describe a man. #thanksrand #gopdebate"
neutral,".@OKnox and @sbg1: #GOPDebate was good reality TV, but not a great discussion of the issues:   http://t.co/C7fwjMdQcZ"
neutral,RT @papa_welch: The #GOPDebate would be even more entertaining if a pretty lady had to choose one of those old guys at the end &amp
positive,How is it Hollywood can't get Dr. Doom right once and foxnews got it right 10 times last night? #GOPDebate
negative,Trump doesn't answer questions he just shits out a semi coherent sentence with a bunch of charged words thrown in there #GOPDebate
negative,RT @JoshuaHenne: Example #467 of @ChrisChristie campaign not ready for primetime: checkout #ChristieDebates to see how few tweeters they li…
negative,"So many mentions of fetuses, almost no mentions for the people who carry them. #GOPDebate #AntiChoice"
positive,"Hi @RealBenCarson attend our event, Sept 26! We are in contact with campaign, pls say yes! AllAmericanRally.us  #GOPDebate - please RT"
positive,Real talk. Trump won the debate of the out of touch candidates. #GOPDebate
neutral,Where was the discussion about #incomeinequality last night? #GOPDebate
negative,"Contrary to Trump's views, the FOX News debate moderators were on brilliant form last night. #gopdebate"
positive,RT @TheNormanLear: Jeb Bush is making a great case for his staying in Florida. #GOPDebate
negative,"RT @MikeJMele: My review of the #GOPDebate 

“(Republican) Party Over Here”
http://t.co/OpcKHOl3f5

#DonaldTrump #HillaryClinton #Abortion"
negative,RT @OriolesFanProbz: I'm disappointed that none of the candidates were asked for their thoughts on defensive shifts in baseball. #GOPDebate
positive,Love that Gov Christie gave it to Rand Paul. #GOPDebate
neutral,"Well #FoxNews &amp; #MegynKelly, the @realDonaldTrump hitjob blew up. Tops @Time poll #KellyFile #GOPDebate #DonaldTrump http://t.co/PhQU2mpmbG"
negative,RT @JesseWasFugly: .@ScottWalker looks like he wants to suck @BenCarson2016's dick. #GOPDebate
neutral,"I've said it before: if he talks to Rosie O'Donnell, and now Megyn Kelly, like that, imagine how he'd speak to Angela Merkel. #GOPDebate"
negative,"RT @StephHerold: ""You have moms, you have daughters, and you don't care about women? Shame on you."" - local laundromat political analysis o…"
neutral,"RT @MikeJMele: Review of the #GOPDebate 

“(Republican) Party Over Here”
http://t.co/OpcKHOl3f5

#DonaldTrump #HillaryClinton #Abortion"
negative,"Most of the debate was @FoxNews attacking @realDonaldTrump and missing the mark, although it was entertaining #GOPDebate"
negative,"They gave Trump almost twice as much speaking time as Cruz at #GOPdebate 
#TCOT #LNYHBT"
negative,@Livestream #GOPDebate thank you for letting me watch the lame Republican Debate last night  Live Stream
positive,RT @ScottWalker: .@BarackObama’s nuclear agreement with #Iran will be remembered as one of America's worst diplomatic failures. #GOPdebate …
negative,"RT @ShunStrickland: #GOPDebate completely out of touch with most of the America people. Nothing for women, the poor or people of color. Sha…"
neutral,RT @RMConservative: .@marcorubio voted against amdt to build the fence b4 implementation of amnesty http://t.co/5guj7PE5Ei #CampaignConserv…
negative,Trump knows people are angry and he is playing you like a fool. He has no business in this presidential process #GOPDebate
negative,"#FoxNews hosts were fist bumping each other after the #GOPDebate was over. Megyn ""Crowley"" was particularly proud of herself. #TCOT"
neutral,#DonaldTrump responds to @FoxNews moderators. #GOPDebate  https://t.co/uNpWf1GmAW
negative,How I feel about politics #GOPDebate http://t.co/uprwVEI4kR
positive,RT @abburgess95: Now I see why political commentators have been saying to watch out for @GovMikeHuckabee in the #GOPDebate. He's making som…
neutral,"RT @ZanP: ""THE ARTICLE"" on #GOPDebate must read! Nails It!💥 https://t.co/xMDbTj39kC"
negative,"Any Conservative Who Thinks Chris Christie Won Last Night, You Need To Leave Our Party Immediately.
#GOPDebate"
neutral,"The moderator on the #GOPDebate last night named her son after Margaret Thatcher, (His name's Thatcher, not Margaret i hasten to add)"
neutral,RT @foxnation: .@KennedyNation Asks Clinton Spokeswoman 'WHERE IS THE SERVER?' http://t.co/znS4H8klxb #GOPDebate http://t.co/kbJhqAc68x
negative,"Trying to figure out last nights #GOPDebate is like trying to follow this season's True Detective, confusing and just plain awful."
neutral,RT @GlenGilmore: Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/90Xa4VCINU @WSJ http://t.co/bcTaj3xDGA
positive,"THINGS I LEARNED WATCHING THE #GOPDebate:  
You’d never know but I do not watch Fox News -I liked Meagan Kelly.  she is smart, quick &amp; witty"
negative,RT @EqualityPrius: After tonight's #Circus #GOPClownCar #GOPDebate - More convinced than ever @HillaryClinton needs to be next #POTUS http:…
neutral,"RT @NaphiSoc: A clear consensus is emerging on who won the #GOPDebate last night
#UniteBlue
#GOPTBT http://t.co/2de88aAFS3"
negative,@AndreaTantaros @ericbolling I'm with you regarding @realDonaldTrump. Sadly @FoxNews as an establishment is biased.  Blatantly. #GOPDebate
negative,"@4apostles Term limits, pay limits, &amp; perks limits for Congress.  Now.  Put an end to career politicians.  #GOPDebate #tcot"
positive,@megynkelly Did @CandyCrowley coach you for last nights #GOPDebate ? @FoxNews @realDonaldTrump
neutral,RT @PhillyD: Bringing up the Constitution or Ronald Reagan at the #GOPDebate is like when a musician screams the name of the city he is pla…
negative,"RT @ShunStrickland: When people tell you who they are, believe them. #GOPDebate"
negative,"Funny but very sad last night. Where was climate change, equal pay, voting rights, police violence? #GOPDebate http://t.co/HB39E72Urg"
negative,"RT @ImJustCeej: When the #GOPDebate candidates finally meet God, and see a She's a black woman http://t.co/ObWklPfUbQ"
neutral,There are so many GOP candidates I hope @nbcsnl does skits featuring the primaries Miss America style. #GOPDebate #notreadyforprimetime
neutral,"RT @CHEESEnCRACKRS: 2/2 Because the rights of women, Indigenous people &amp; people of colour, and people who practice non-Western faith are cr…"
negative,"@FrankLuntz @maxwelltani
Think anyone failed to note #GOPDebate &amp; your afterparty was to intended to derail Trump? Fair n balanced my ass."
neutral,RT @snarkylibdem: Bernie Sanders live-tweeted the #GOPDebate http://t.co/qQNDj3bCsl via @HuffPostPol
negative,RT @ShunStrickland: Not only did @realDonaldTrump justify his comments about women &amp
negative,@KellyO biggest loser in last night's #GOPDebate - the environment. Meanwhile in Canada's leader's debate last night ... #elxn2015
neutral,I just heard Megyn Kelly's question to Trump! His comeback w Rosie O'Donnell was appalling but predictable! #GopDebate
neutral,2016 bender starts now #SkimmLife #GOPDebate http://t.co/t2q5a1ZFJA via @theSkimm
neutral,"RT @micnews: 4 years after booing a gay soldier, the #GOPDebate crowd cheered LGBT acceptance http://t.co/k7WaKz1g5Q http://t.co/qE2TpUTVW3"
negative,9 gifted politicians. One broken party. And Trump. @jbview http://t.co/2pdDvLim2u via @BV #GOPDebate
negative,Jeb Bush underperforms at the #GOPDebate
neutral,"RT @larryelder: When's the last time you heard someone praise ""single payer"" like Trump did last night? Oh, now I recall:
http://t.co/IAmJu…"
negative,"Separation of church and state, we never knew ye. #GOPDebate"
negative,"RT @PoliticalShort: The same candidates I support after watching #GOPDebate are the very same  ones @FoxNews showed their hatred for-Trump,…"
negative,".#GOPDebate was typical. No plan on how to make YOUR life better, but plenty on how to increase pain and misery. #p2"
neutral,RT @TheCatWhisprer: I'm hosting a #GOPDebate watch party at the Bob Evans if anyone wants to come. They're staying open past 9PM. It's gonn…
positive,RT @JaniceDean: The @FoxNews #GOPdebate was excellent.  If you can't take the heat get out of the kitchen.  Bravo to @megynkelly @BretBaier…
negative,RT @MattyIceAZ: Donald Trump's points on immigration lack evidence? Like that ever stopped Republicans from believing such claims before.#G…
negative,"Hey @GOP, #Trump Trump he's your man, if he can't lose it, nobody can!
Well actually all u showed in #GOPDebate is LOSERS
#GOP is not legit"
negative,Huckabee wants pimps and prostitutes to be paying their fair share of tax via the Fair Tax. Oh… #GOPDebate
negative,"Trump announcing he'd run as an Independent,  being exposed as Democrat, then going off on Megyn Kelly hurts that. #GOPDebate"
negative,@CarlyFiorina Runs Circles Around Chris Matthews Over Hillary’s Record https://t.co/KGwEXWjbsy @bassalid @FreeBeacon #GOPDebate
negative,RT @DLoesch: Trump says his ability to buy politicians is “an example of a broken system.” #GOPDebate
negative,No chill on the internet. Not one day! #GOPDebate http://t.co/KfC4G4E3QG
negative,YES @rushlimbaugh. We're waiting on your take on the excellent performances by the #GOPDebate candidates and the HORRENDOUS job by @FoxNews.
negative,"the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout now!?"" #GOPDebate"
negative,RT @AZPatriot01: The #Democrat Party: Sixth Graders with a Twitter Account. #GOPDebate #Republicans #TCOT http://t.co/kRxlRbzGe1 http://t.c…
negative,@realdonaldtrump should be Donald #stump. He was horrible at the #gopdebate. He talked a lot but said NOTHING.
negative,"RT @rodimusprime: Now a question for Ben Carson... racism is that a thing?

Ben: No.

Fox News: You may go now.

#GOPDebate"
negative,"Ted Cruz's embarrassingly simplistic ""kill em all"" view of insurgency makes him completely unqualified to be commander-in-chief. #GOPDebate"
neutral,"RT @This_isAwkward: Hope for America. 
#GOPDebate #nofuture #ronpaulforpresident
#nyc #newyorkcity #brooklyn #graffiti https://t.co/mp1yw3e…"
negative,"Respecting women is  being ""politically correct"", but  then you complain about being bullied during the questioning? OK
#GOPDebate"
neutral,The woman on her knees was under a Clinton desk #GOPDebate
neutral,"By all accounts, the #GOPDebate seems to have gone as expected."
neutral,So Trump uses the GOP stage as he wants but reserves the right to destroy GOP chances in 2016 at any time? Great GOP leadership. #GOPDebate
